countrycode,cty_or_agg,year,indicator,value,value_metadata,countryname,regionname
HUN,cty,2021,SE.LPV.PRIM.LPGAP.MA,3.680377677083015,LPGAP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LPSEV,2.186285849665874,LPSEV = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LPSEV.FE,1.931002073065028,LPSEV = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.LPSEV.MA,2.347815027558827,LPSEV = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.MA,10.53909111022949,LP = SD: ANER; LD: PIRLS 2021 for grade 4 using MPL Low (400 points) for reading; Male,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.SD,3.493141174316406,SD = ANER; ,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.SD.FE,3.413566589355469,SD = ANER; Female,Hungary,Europe and Central Asia
HUN,cty,2021,SE.LPV.PRIM.SD.MA,3.568748474121094,SD = ANER; Male,Hungary,Europe and Central Asia
IDN,cty,2015,SE.LPV.POP.0516,55937228.5,Population Age 0516 for Reference Year 2019; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.0516.FE,27232719,Population Age 0516 for Reference Year 2019; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.0516.MA,28704509.5,Population Age 0516 for Reference Year 2019; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.10,4728109.5,Population Age 10 for Reference Year 2019; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.10.FE,2302803,Population Age 10 for Reference Year 2019; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.10.MA,2425306.5,Population Age 10 for Reference Year 2019; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.1014,23155544,Population Age 1014 for Reference Year 2019; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.1014.FE,11273440,Population Age 1014 for Reference Year 2019; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.1014.MA,11882103,Population Age 1014 for Reference Year 2019; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.9PLUS,23409134.5,Population Age 9plus for Reference Year 2019; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.9PLUS.FE,11398687.5,Population Age 9plus for Reference Year 2019; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.9PLUS.MA,12010447,Population Age 9plus for Reference Year 2019; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.PRIM,33071515.5,Population Age primary for Reference Year 2019; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.PRIM.FE,16103170,Population Age primary for Reference Year 2019; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.POP.PRIM.MA,16968345.5,Population Age primary for Reference Year 2019; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM,52.82275390625,LP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.FE,50.69711685180664,LP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LD,49.36724090576172,LD = TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LD.FE,46.75625991821289,LD = TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LD.MA,51.77819061279297,LD = TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LDGAP,.2186153680086136,LDGAP: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LDGAP.FE,.2177644520998001,LDGAP: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LDGAP.MA,.2193730622529984,LDGAP: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LDSEV,.0747388303279877,LDSEV: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LDSEV.FE,.0738311111927032,LDSEV: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LDSEV.MA,.0755272805690765,LDSEV: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LPGAP,7.043276622891426,LPGAP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LPGAP.FE,7.619307115674019,LPGAP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LPGAP.MA,6.500096634030342,LPGAP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LPSEV,7.939643045237752,LPSEV = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LPSEV.FE,7.930939457277418,LPSEV = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.LPSEV.MA,7.94720294275845,LPSEV = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.MA,54.80686950683594,LP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.SD,6.824661254882813,SD = ANER; ,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.SD.FE,7.401542663574219,SD = ANER; Female,Indonesia,East Asia and Pacific
IDN,cty,2015,SE.LPV.PRIM.SD.MA,6.280723571777344,SD = ANER; Male,Indonesia,East Asia and Pacific
IND,cty,2017,SE.LPV.POP.0516,301600658,Population Age 0516 for Reference Year 2019; ,India,South Asia
IND,cty,2017,SE.LPV.POP.0516.FE,143569481,Population Age 0516 for Reference Year 2019; Female,India,South Asia
IND,cty,2017,SE.LPV.POP.0516.MA,158031180,Population Age 0516 for Reference Year 2019; Male,India,South Asia
IND,cty,2017,SE.LPV.POP.10,25126002,Population Age 10 for Reference Year 2019; ,India,South Asia
IND,cty,2017,SE.LPV.POP.10.FE,11954568,Population Age 10 for Reference Year 2019; Female,India,South Asia
IND,cty,2017,SE.LPV.POP.10.MA,13171434,Population Age 10 for Reference Year 2019; Male,India,South Asia
IND,cty,2017,SE.LPV.POP.1014,126294216,Population Age 1014 for Reference Year 2019; ,India,South Asia
IND,cty,2017,SE.LPV.POP.1014.FE,60083107,Population Age 1014 for Reference Year 2019; Female,India,South Asia
IND,cty,2017,SE.LPV.POP.1014.MA,66211111,Population Age 1014 for Reference Year 2019; Male,India,South Asia
IND,cty,2017,SE.LPV.POP.9PLUS,75324020,Population Age 9plus for Reference Year 2019; ,India,South Asia
IND,cty,2017,SE.LPV.POP.9PLUS.FE,35836719,Population Age 9plus for Reference Year 2019; Female,India,South Asia
IND,cty,2017,SE.LPV.POP.9PLUS.MA,39487302,Population Age 9plus for Reference Year 2019; Male,India,South Asia
IND,cty,2017,SE.LPV.POP.PRIM,149659590,Population Age primary for Reference Year 2019; ,India,South Asia
IND,cty,2017,SE.LPV.POP.PRIM.FE,71252994,Population Age primary for Reference Year 2019; Female,India,South Asia
IND,cty,2017,SE.LPV.POP.PRIM.MA,78406598,Population Age primary for Reference Year 2019; Male,India,South Asia
IND,cty,2017,SE.LPV.PRIM,56.07056045532227,LP = SD: Country Team Validation; LD: NLA 2017 for grade 5 using MPL Intermediate for reading; ,India,South Asia
IND,cty,2017,SE.LPV.PRIM.FE,55.20429992675781,LP = SD: Country Team Validation; LD: NLA 2017 for grade 5 using MPL Intermediate for reading; Female,India,South Asia
IND,cty,2017,SE.LPV.PRIM.LD,53.70000076293945,LD = NLA 2017 for grade 5 using MPL Intermediate for reading; ,India,South Asia
IND,cty,2017,SE.LPV.PRIM.LD.FE,53,LD = NLA 2017 for grade 5 using MPL Intermediate for reading; Female,India,South Asia
IND,cty,2017,SE.LPV.PRIM.LD.MA,55,LD = NLA 2017 for grade 5 using MPL Intermediate for reading; Male,India,South Asia
IND,cty,2017,SE.LPV.PRIM.MA,57.47949981689453,LP = SD: Country Team Validation; LD: NLA 2017 for grade 5 using MPL Intermediate for reading; Male,India,South Asia
IND,cty,2017,SE.LPV.PRIM.SD,5.120002746582031,SD = Country Team Validation; ,India,South Asia
IND,cty,2017,SE.LPV.PRIM.SD.FE,4.69000244140625,SD = Country Team Validation; Female,India,South Asia
IND,cty,2017,SE.LPV.PRIM.SD.MA,5.510002136230469,SD = Country Team Validation; Male,India,South Asia
IRL,cty,2011,SE.LPV.POP.0516,818492,Population Age 0516 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.0516.FE,399635,Population Age 0516 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.0516.MA,418857,Population Age 0516 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.10,72157,Population Age 10 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.10.FE,35227,Population Age 10 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.10.MA,36930,Population Age 10 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.1014,344164,Population Age 1014 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.1014.FE,167691,Population Age 1014 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.1014.MA,176473,Population Age 1014 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.9PLUS,413863,Population Age 9plus for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.9PLUS.FE,201783.5,Population Age 9plus for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.9PLUS.MA,212079.5,Population Age 9plus for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.PRIM,623790,Population Age primary for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.PRIM.FE,304360,Population Age primary for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.POP.PRIM.MA,319430,Population Age primary for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM,3.424288988113403,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.FE,2.612412452697754,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LD,3.312731981277466,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LD.FE,2.499917507171631,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LD.MA,4.100289344787598,LD = PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LDGAP,.0825496837496758,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LDGAP.FE,.073582723736763,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LDGAP.MA,.08851508051157,LDGAP: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LDSEV,.0122802825644612,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LDSEV.FE,.0097959544509649,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LDSEV.MA,.0139129031449556,LDSEV: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LPGAP,.1979290172457695,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LPGAP.FE,.1889620572328568,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LPGAP.MA,.2038944140076637,LPGAP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LPSEV,1.228161380352103,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LPSEV.FE,.9797285690024727,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.LPSEV.MA,1.391423438401544,LPSEV = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.MA,4.210937976837158,LP = SD: ANER; LD: PIRLS 2011 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.SD,.1153793334960938,SD = ANER; ,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.SD.FE,.1153793334960938,SD = ANER; Female,Ireland,Europe and Central Asia
IRL,cty,2011,SE.LPV.PRIM.SD.MA,.1153793334960938,SD = ANER; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.0516,818492,Population Age 0516 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.0516.FE,399635,Population Age 0516 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.0516.MA,418857,Population Age 0516 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.10,72157,Population Age 10 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.10.FE,35227,Population Age 10 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.10.MA,36930,Population Age 10 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.1014,344164,Population Age 1014 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.1014.FE,167691,Population Age 1014 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.1014.MA,176473,Population Age 1014 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.9PLUS,413863,Population Age 9plus for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.9PLUS.FE,201783.5,Population Age 9plus for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.9PLUS.MA,212079.5,Population Age 9plus for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.PRIM,623790,Population Age primary for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.PRIM.FE,304360,Population Age primary for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.POP.PRIM.MA,319430,Population Age primary for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM,2.427707433700562,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.FE,2.132453918457031,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LD,2.314999103546143,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LD.FE,2.019404649734497,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LD.MA,2.610481977462769,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LDGAP,.105346217751503,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LDGAP.FE,.0909376814961433,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LDGAP.MA,.1172918230295181,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LDSEV,.019887138158083,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LDSEV.FE,.0140122687444091,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LDSEV.MA,.0246029756963253,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LPGAP,.2207255512475967,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LPGAP.FE,.2063170149922371,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LPGAP.MA,.2326711565256119,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LPSEV,1.988846939714276,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LPSEV.FE,1.401359998346889,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.LPSEV.MA,2.46043069353851,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.MA,2.722849369049072,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.SD,.1153793334960938,SD = ANER; ,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.SD.FE,.1153793334960938,SD = ANER; Female,Ireland,Europe and Central Asia
IRL,cty,2016,SE.LPV.PRIM.SD.MA,.1153793334960938,SD = ANER; Male,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.0516,818492,Population Age 0516 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.0516.FE,399635,Population Age 0516 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.0516.MA,418857,Population Age 0516 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.10,72157,Population Age 10 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.10.FE,35227,Population Age 10 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.10.MA,36930,Population Age 10 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.1014,344164,Population Age 1014 for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.1014.FE,167691,Population Age 1014 for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.1014.MA,176473,Population Age 1014 for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.9PLUS,413863,Population Age 9plus for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.9PLUS.FE,201783.5,Population Age 9plus for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.9PLUS.MA,212079.5,Population Age 9plus for Reference Year 2019; Male,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.PRIM,623790,Population Age primary for Reference Year 2019; ,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.PRIM.FE,304360,Population Age primary for Reference Year 2019; Female,Ireland,Europe and Central Asia
IRL,cty,2021,SE.LPV.POP.PRIM.MA,319430,Population Age primary for Reference Year 2019; Male,Ireland,Europe and Central Asia
